"10780","75591","V","f","20020749","12311161978","陕西省"
"10786","96976","K","f","20020113","12476983988","台湾省"
"10797","45509","X","f","20020977","12917645559","黑龙江省"
"10810","49876","H","m","20020718","11306108492","黑龙江省"
"10819","69234","A","m","20020778","11954830633","辽宁省"
"10825","83200","L","f","20020812","11996765665","黑龙江省"
"1084","92744","B","m","20020102","11794768546","台湾省"
"10851","71196","C","f","20020514","11623606277","云南省"
"10859","23858","L","m","20020147","12788133548","安徽省"
"10887","17606","A","f","20020580","12958038351","辽宁省"
"10893","76489","Q","f","20020738","11790816668","辽宁省"
"10911","54957","N","m","20020365","12544229104","辽宁省"
"10913","41307","P","m","20020352","11581096323","黑龙江省"
"10950","94227","N","m","20020384","13083398461","台湾省"
"10951","53591","N","f","20021208","11657377300","辽宁省"
"1096","26547","M","m","20020809","12731297322","黑龙江省"
"10980","1118","F","m","20020851","11947707121","黑龙江省"
"11012","59498","Q","m","20020196","12960714895","辽宁省"
"11026","25444","U","f","20020898","11979698233","黑龙江省"
"11078","35179","X","f","20020110","11353943578","黑龙江省"
"11079","43650","I","m","20020792","11301551458","台湾省"
"1108","14450","D","f","20020304","12402929333","青海省"
"1109","70511","M","m","20020696","12940144115","台湾省"
"11122","42054","S","m","20020487","12270195064","青海省"
"11134","58738","A","f","20020533","11754432009","辽宁省"
"11162","50494","S","m","20020305","11458043689","台湾省"
"11177","44425","S","f","20020569","11455593832","青海省"
"11192","64321","J","f","20020277","12276717679","黑龙江省"
"11208","20030","L","f","20020597","12139094717","黑龙江省"
"11272","34889","M","f","20020832","12789533290","台湾省"
"11289","58689","I","m","20020127","11574794065","辽宁省"
"11290","56953","W","f","20020167","11931885962","河南省"
"1132","33247","K","f","20020328","12211852689","辽宁省"
"11338","39825","O","m","20021167","11259658425","贵州省"
"11339","47477","Q","m","20021122","12033843210","黑龙江省"
"11409","57200","G","m","20020831","11587052079","黑龙江省"
"11474","91371","T","m","20021034","11669877717","辽宁省"
"11501","34714","E","f","20020940","12709211969","云南省"
"11512","30450","A","m","20020930","12817432551","河南省"
"11566","72107","D","m","20020846","12050831796","贵州省"
"11571","590","C","f","20020350","12058525750","台湾省"
"11578","53508","H","f","20020647","12884828796","黑龙江省"
"11592","12027","A","m","20020652","13090045669","青海省"
"11605","24272","V","f","20020590","12055328460","山西省"
"11612","31598","H","m","20020370","11567671164","台湾省"
"11615","35905","M","m","20020231","11269332405","黑龙江省"
"11616","69994","F","m","20021054","12686167907","黑龙江省"
"1162","44393","F","m","20020676","12733027369","辽宁省"
"11634","40499","W","f","20020155","11940102416","黑龙江省"
"11647","13188","M","f","20021186","13064222956","云南省"
"11658","6803","Q","f","20020781","12415503847","黑龙江省"
"11681","92010","D","m","20020110","12970969568","黑龙江省"
"11692","38880","P","m","20020712","11738643262","黑龙江省"
"117","48426","V","f","20020374","11120506410","辽宁省"
"11743","76445","E","m","20021130","11210000493","黑龙江省"
"11758","30758","R","m","20021226","11391938859","陕西省"
"11761","85896","G","f","20020495","12220156027","黑龙江省"
"11789","44892","X","m","20020382","11609572542","辽宁省"
"11820","4142","W","f","20020272","11658395493","辽宁省"
"11826","86013","P","f","20020997","13003130180","辽宁省"
"11874","80814","C","f","20020341","12929551705","台湾省"
"11893","40722","Q","m","20020970","12141860321","黑龙江省"
"11941","28273","G","m","20020413","11632955314","黑龙江省"
"12032","27367","B","f","20020763","12764065849","台湾省"
"1206","9064","A","f","20020961","12083606572","黑龙江省"
"12067","39482","C","m","20020901","11219027304","黑龙江省"
"12068","93159","S","m","20021040","13013357645","河南省"
"12071","89997","G","f","20020309","11491791745","辽宁省"
"12077","99015","G","m","20020905","11316179201","辽宁省"
"12132","86637","C","m","20020282","11401273820","黑龙江省"
"12160","25128","N","f","20021118","12504395138","黑龙江省"
"12209","91557","D","f","20021201","12975485448","黑龙江省"
"12223","38772","V","f","20021094","12045892423","黑龙江省"
"12224","20016","N","m","20020567","12245852884","陕西省"
"12230","66994","M","m","20020963","13083184012","黑龙江省"
"12236","7366","E","m","20021230","11678899005","台湾省"
"12244","40988","V","m","20020864","11994872745","黑龙江省"
"12278","49442","Q","m","20020833","12428559884","黑龙江省"
"12303","52464","B","m","20021213","12135604484","台湾省"
"12336","25322","Q","m","20020744","12302945461","黑龙江省"
"12348","75699","R","f","20021029","11115482159","黑龙江省"
"12350","77144","K","m","20021205","11775861468","贵州省"
"12354","93110","T","f","20020209","11271088836","台湾省"
"12357","57431","N","m","20021050","11269131511","青海省"
"12384","18448","D","f","20020515","11562755867","辽宁省"
"12458","93025","F","m","20021006","11129396815","黑龙江省"
"1248","23248","I","m","20021052","12773012798","黑龙江省"
"12488","14927","D","f","20020430","12514217069","黑龙江省"
"12505","76649","D","f","20021131","11768823068","台湾省"
"12528","81552","R","f","20020960","11551385758","黑龙江省"
"12580","69237","L","m","20020418","11821090781","辽宁省"
"12590","97728","P","m","20021075","12754437922","陕西省"
"1260","49578","I","f","20020390","12920053570","黑龙江省"
"12616","58981","P","f","20020373","12494639054","辽宁省"
"12626","21099","T","m","20020108","12285492412","海南省"
"12671","58777","G","f","20020875","12568973550","台湾省"
"1270","11512","N","f","20020283","12562673571","黑龙江省"
"12717","73025","Y","m","20020929","12286362451","黑龙江省"
"1273","59285","S","m","20020540","11162068551","黑龙江省"
"12767","8267","A","f","20020862","11257958247","陕西省"
"12800","46803","H","f","20020737","11294158661","辽宁省"
"12808","47155","D","f","20020918","11897973911","辽宁省"
"12828","73837","P","m","20020463","12866342809","贵州省"
"1283","61909","C","m","20020666","12919651191","黑龙江省"
"12834","41409","V","f","20020395","12577793508","黑龙江省"
"12838","99748","B","m","20020838","12300136764","辽宁省"
"12878","37888","R","m","20021015","12795612405","黑龙江省"
"12898","22199","K","f","20020734","12538186823","黑龙江省"
"12901","69198","O","f","20020439","11464156771","黑龙江省"
"12932","18446","V","f","20020306","11144623821","陕西省"
"12943","54815","I","m","20020990","11457300468","贵州省"
"12946","48658","I","m","20021216","12604710810","黑龙江省"
"12962","50667","T","f","20021229","11151270796","浙江省"
"12972","22529","O","m","20020357","11851598613","黑龙江省"
"1300","78863","K","m","20020425","12346804531","辽宁省"
"13004","93845","N","m","20021198","12444578830","黑龙江省"
"13014","17729","R","m","20020594","13069843177","海南省"
"13058","48977","O","f","20020724","11687378687","黑龙江省"
"13059","14741","C","f","20020913","11469504368","黑龙江省"
"13061","95725","M","f","20020773","12815378441","安徽省"
"13066","60663","B","f","20021221","12439147281","黑龙江省"
"13077","28476","O","m","20020417","12309877051","黑龙江省"
"13103","34453","I","m","20020985","11370965958","广东省"
"13138","88222","L","m","20020387","11893711722","台湾省"
"13139","53028","M","f","20020391","12907643632","黑龙江省"
"13153","77102","C","f","20020985","12973606927","黑龙江省"
"13163","78587","I","f","20020482","11832547023","陕西省"
"13199","64728","R","f","20020182","11804256857","陕西省"
"13202","96559","G","f","20020680","12293692553","青海省"
"13206","67561","W","f","20020872","11986759593","安徽省"
"1322","12535","H","f","20020567","12224090630","黑龙江省"
"13262","24685","H","f","20020277","11615205411","黑龙江省"
"13281","68553","H","f","20020167","12798763048","黑龙江省"
"13287","24363","V","m","20021099","12695539949","黑龙江省"
"13299","68268","A","m","20020220","12654593653","台湾省"
"13323","40887","J","f","20020279","11382311313","黑龙江省"
"13348","88916","U","f","20020565","11695694111","黑龙江省"
"13372","6426","F","f","20020763","12619753950","黑龙江省"
"13394","12611","C","m","20020984","11337111272","辽宁省"
"13406","12606","E","m","20020292","11732920641","黑龙江省"
"13415","6713","M","m","20020654","12103849483","黑龙江省"
"13469","21246","T","m","20020305","11601217709","云南省"
"13470","31320","X","m","20021077","12242332190","黑龙江省"
"13536","23177","Y","f","20020282","11393591521","青海省"
"13633","43811","J","m","20020321","11783677032","黑龙江省"
"13644","93416","D","f","20020225","12532300602","贵州省"
"13645","37238","K","m","20020875","12592010736","台湾省"
"13772","44627","J","f","20020776","12974214735","台湾省"
"13787","72885","Y","f","20021135","13027146687","台湾省"
"1379","66711","N","m","20021180","12965350537","台湾省"
"13802","33018","N","f","20020913","12640964644","黑龙江省"
"1381","19608","K","f","20020156","12634838800","河北省"
"13822","4377","O","f","20020751","11854956180","辽宁省"
"13825","62547","E","m","20020743","12850469181","陕西省"
"13829","33348","E","m","20020714","12755754688","黑龙江省"
"13878","68588","I","f","20020834","11600214562","黑龙江省"
"13883","32449","V","m","20020530","13093218104","浙江省"
"13909","16196","F","m","20020795","12374587953","黑龙江省"
"13931","43372","G","f","20020230","11552119651","辽宁省"
"13933","19110","P","f","20021124","11464341397","黑龙江省"
"13951","74555","P","m","20020141","12109205383","台湾省"
"13998","27952","C","f","20020451","11948370084","黑龙江省"
"14014","8874","O","f","20020781","12143284016","云南省"
"14052","72368","L","m","20020621","11607799381","黑龙江省"
"14062","93344","F","f","20020704","11834921452","黑龙江省"
"141","22071","M","f","20021092","12943756929","海南省"
"14103","48112","M","m","20020233","12324958520","黑龙江省"
"1416","56378","O","m","20020127","12504648920","黑龙江省"
"14162","9833","E","f","20021000","12023990430","云南省"
"14192","4915","K","m","20020958","12322679827","台湾省"
"14200","52562","X","m","20021152","12466782947","黑龙江省"
"14220","43842","P","f","20020577","11848519123","黑龙江省"
"14257","40458","J","m","20020475","12837517642","海南省"
"14259","91285","X","m","20020892","11603085455","甘肃省"
"14264","15075","W","m","20020770","11234840819","辽宁省"
"1428","33682","G","m","20020550","13074484707","云南省"
"14313","46774","K","f","20020916","12297947817","陕西省"
"14342","72935","D","f","20021202","11264223863","台湾省"
"14382","82494","N","f","20020935","12136781222","黑龙江省"
"14398","38429","F","f","20020233","11480268312","云南省"
"14416","18785","U","f","20020334","11713892210","黑龙江省"
"14432","46167","E","m","20020114","12237706487","福建省"
"14434","89013","G","m","20020934","13006734592","青海省"
"14455","58508","B","f","20020147","12491984653","黑龙江省"
"14467","23406","J","m","20020835","12777016968","黑龙江省"
"14487","74563","S","m","20020282","11646619256","黑龙江省"
"14519","20451","V","f","20020658","12021552199","辽宁省"
"14525","64826","C","f","20020929","12270899329","黑龙江省"
"14554","11127","M","m","20020377","11560202831","黑龙江省"
"14561","37833","J","f","20020708","12174893670","云南省"
"14593","4949","C","m","20021200","11719649886","甘肃省"
"14620","3186","D","f","20020326","12479608208","山西省"
"1469","24626","N","f","20020249","13031543659","黑龙江省"
"14704","57794","B","f","20020308","11839511473","黑龙江省"
"14717","98330","U","f","20020669","12513248592","青海省"
"14738","11078","R","m","20020434","12681174709","台湾省"
"14741","18759","A","f","20020431","12803106517","黑龙江省"
"1476","55783","K","m","20020121","12117880476","黑龙江省"
"14763","39592","A","f","20021177","12198458059","黑龙江省"
"14804","24878","X","f","20021067","12184370076","黑龙江省"
"14823","72673","Y","m","20020390","11138408941","安徽省"
"14838","63918","W","m","20020521","13068129835","台湾省"
"14850","76346","U","m","20020497","11968536402","山西省"
"14890","57656","R","f","20020803","11146395207","海南省"
"14905","8138","Q","f","20021218","12211685642","台湾省"
"14941","7554","P","f","20020908","11349991491","河北省"
"14953","91423","G","f","20020223","12091986034","黑龙江省"
"15006","34161","N","f","20020572","12100351607","黑龙江省"
"15021","54249","B","f","20021126","12168328297","黑龙江省"
"15036","31246","U","f","20020351","11759982871","台湾省"
"1505","79134","P","m","20020250","11163662300","黑龙江省"
"15078","9267","R","m","20020277","11454110235","黑龙江省"
"15086","38685","K","f","20021096","12757023146","黑龙江省"
"15099","34606","L","m","20020123","11999399114","台湾省"
"15102","36673","R","m","20020499","11344561773","黑龙江省"
"15127","81590","O","f","20020924","13041944091","辽宁省"
"15131","32436","G","m","20021110","12674817238","黑龙江省"
"15153","10390","W","m","20021110","12790246533","云南省"
"152","77881","C","m","20020860","12113854131","河北省"
"15202","58360","N","f","20020319","12409076929","黑龙江省"
"15226","97632","S","m","20021073","12515169033","贵州省"
"15245","74862","B","f","20021004","12635230657","黑龙江省"
"1525","58751","Q","f","20020400","11338868476","辽宁省"
"15271","24910","G","f","20020483","12554638220","黑龙江省"
"15274","85792","K","f","20020482","11359857562","黑龙江省"
"15277","37516","P","f","20020873","12117311626","黑龙江省"
"15287","98572","L","m","20020306","11203365066","云南省"
"15316","18978","W","f","20021134","13030379040","黑龙江省"
"15322","70304","Y","f","20020703","12789830918","云南省"
"15340","88210","I","f","20020719","11347374494","黑龙江省"
"15412","22048","G","m","20020913","11479405523","河南省"
"15440","26850","O","f","20020195","11704064776","陕西省"
"1549","80365","I","f","20021170","12330145274","青海省"
"15520","59054","G","m","20020836","11119615632","黑龙江省"
"15523","60210","S","m","20020505","12337512005","安徽省"
"15539","39006","B","m","20021123","12658981637","台湾省"
"15553","69016","X","f","20020769","11889212043","黑龙江省"
"15559","78261","C","f","20020779","12728097653","黑龙江省"
"15577","26078","C","m","20020961","12505644906","黑龙江省"
"15580","22818","J","f","20020946","12418381151","黑龙江省"
"15656","88914","O","f","20021054","11800571931","黑龙江省"
"15673","79650","J","f","20020938","11114969184","黑龙江省"
"15691","63329","Y","f","20021124","12587775653","辽宁省"
"15736","73238","H","f","20021009","12857606341","辽宁省"
"15780","87263","K","f","20021142","12867470858","陕西省"
"15803","1080","X","f","20020560","11526592423","黑龙江省"
"15810","3136","D","f","20020139","12816257819","台湾省"
"15815","54149","E","f","20020437","11330182275","辽宁省"
"15817","95030","G","f","20021019","11556705915","黑龙江省"
"15841","61384","D","f","20020433","11759747429","黑龙江省"
"15844","34213","D","m","20020561","12944716681","台湾省"
"15848","10028","Q","f","20020244","12077170342","黑龙江省"
"15859","8558","J","f","20020795","12823529802","台湾省"
"15860","83266","P","f","20020825","11318713003","辽宁省"
"15877","61611","A","m","20020231","11662688023","黑龙江省"
"15889","87258","O","f","20020787","12300671630","云南省"
"15918","63145","X","f","20020416","11855873674","云南省"
"15920","69121","P","f","20020570","11417610822","黑龙江省"
"15923","8582","D","f","20020121","11314091875","黑龙江省"
"15924","97305","Y","m","20021132","12777881026","辽宁省"
"15933","53482","W","f","20020739","13065558002","黑龙江省"
"15960","3185","K","f","20020530","12314835290","黑龙江省"
"15980","8574","V","f","20021110","11193216311","台湾省"
"1599","38682","D","m","20020160","11289502297","黑龙江省"
"160","611","T","m","20020598","12998542572","台湾省"
"16001","66695","O","f","20020154","13006548706","陕西省"
"16006","91594","O","f","20020190","11647594736","河南省"
"16023","62936","F","f","20020177","11863397878","台湾省"
"16025","47796","O","f","20020539","11783744809","黑龙江省"
"1606","1886","E","f","20020242","12724820552","台湾省"
"16077","2303","F","m","20020900","11950194681","黑龙江省"
"16094","89903","X","m","20020214","12518141070","黑龙江省"
"16124","49481","E","f","20021153","12746777321","海南省"
"16143","19464","V","f","20020214","12563243679","黑龙江省"
"16145","44670","A","m","20020195","12680183034","河北省"
"16193","31233","X","m","20020991","11725990951","黑龙江省"
"16203","62822","V","m","20020461","11590659615","黑龙江省"
"16212","25963","C","m","20020149","12128016891","河南省"
"16244","86288","E","f","20020288","12449440835","黑龙江省"
"16266","9022","N","m","20021039","11880325562","河南省"
"16267","79610","G","m","20020605","12645119250","黑龙江省"
"16277","74977","H","f","20020348","12396929301","黑龙江省"
"16278","78168","D","f","20020752","13027114618","黑龙江省"
"16279","76639","N","m","20021071","11436071019","台湾省"
"16281","11388","O","f","20020674","12621425958","黑龙江省"
"16289","65459","C","f","20020277","12684954039","黑龙江省"
"16294","64943","E","f","20020979","11195261870","辽宁省"
"16304","959","R","f","20021114","11269269714","青海省"
"16320","34101","T","m","20021028","12505592035","黑龙江省"
"16333","40842","A","f","20020757","12154125289","黑龙江省"
"16345","94483","R","f","20020145","11248923953","黑龙江省"
"16363","85412","M","f","20020767","11533349911","黑龙江省"
"16386","90995","I","f","20020132","12466314425","青海省"
"16402","57957","V","f","20020965","12466691478","云南省"
"1643","15567","D","m","20020170","12241463408","黑龙江省"
"16436","53322","B","f","20020213","12198507877","辽宁省"
"16443","23379","N","f","20020736","12798370799","辽宁省"
"16472","18745","Q","f","20020577","11879667313","辽宁省"
"16475","34063","U","m","20020314","12395299449","黑龙江省"
"16479","12180","N","m","20020473","12432315839","辽宁省"
"16480","84735","O","f","20020167","12587976619","黑龙江省"
"16496","43954","M","f","20020618","11166790300","青海省"
"16513","48360","R","m","20020383","12802731625","黑龙江省"
"16529","78109","F","f","20020645","11152568877","青海省"
"16531","25311","I","f","20020848","12106128818","台湾省"
"16535","82925","F","f","20020631","12897664887","黑龙江省"
"1655","76823","N","f","20021205","11249387362","云南省"
"16569","63640","R","m","20020763","11196779074","辽宁省"
"1657","49701","H","f","20021219","12731497372","辽宁省"
"16579","2822","B","f","20020191","12931552045","云南省"
"1658","79604","C","f","20020234","11962765330","黑龙江省"
"16624","83071","C","f","20021206","12853435645","黑龙江省"
"16654","50880","U","f","20020723","12777168893","黑龙江省"
"16656","43623","Y","f","20021149","11482794083","甘肃省"
"16662","70161","J","m","20020452","12567664136","台湾省"
"16671","52232","X","m","20021099","11399830614","黑龙江省"
"16686","49035","H","f","20020736","11170982035","黑龙江省"
"16713","44296","B","m","20020775","12481605072","云南省"
"16741","16793","G","m","20020435","11850045362","黑龙江省"
"16746","41100","P","f","20020354","12949696195","黑龙江省"
"16759","13135","M","f","20020868","11294972770","海南省"
"16787","37902","J","m","20020162","11260579910","辽宁省"
"16818","7658","P","f","20021199","12737396166","黑龙江省"
"1683","28521","V","f","20020381","12939932946","辽宁省"
"16835","61134","Q","f","20021192","12428881985","黑龙江省"
"16872","13818","U","f","20020226","11570377435","台湾省"
"16918","6477","F","f","20021147","11293109830","辽宁省"
"16932","39545","F","m","20020690","12319789286","辽宁省"
"16936","32911","S","f","20021108","11307732302","黑龙江省"
"16939","95134","N","f","20020451","11652792622","甘肃省"
"16946","3412","F","f","20020464","11650287403","黑龙江省"
"1698","34595","M","m","20020475","11468949375","辽宁省"
"16998","29054","B","m","20020854","11830393162","辽宁省"
"17008","19875","B","f","20020334","11435176155","黑龙江省"
"17082","11264","M","f","20021171","12501359188","云南省"
"17103","17723","W","f","20020281","11134368951","海南省"
"17111","89545","L","f","20021115","12686344184","黑龙江省"
"17137","93296","Y","f","20020215","12377314546","云南省"
"17150","9685","L","f","20020202","11207683447","辽宁省"
"17166","39141","C","f","20020226","12118077406","安徽省"
"17167","75267","G","f","20020794","11989528475","黑龙江省"
"1721","24348","X","f","20020782","12679279222","陕西省"
"17217","16074","C","f","20020586","12697479759","青海省"
"17284","63075","K","m","20021118","11465484210","黑龙江省"
"17297","95683","O","f","20020729","11849161479","黑龙江省"
"17337","93107","K","f","20020184","11383117153","黑龙江省"
"17349","19345","I","m","20020301","11522659586","台湾省"
"17367","85418","W","f","20021103","12811305992","台湾省"
"17378","60613","C","m","20020958","12250329720","黑龙江省"
"17383","96216","G","m","20020767","12796637025","辽宁省"
"17391","88847","L","f","20020309","11964188591","安徽省"
"17458","16729","Y","m","20020752","12656854764","安徽省"
"17476","95376","O","m","20021085","11653070232","黑龙江省"
"1748","98033","C","f","20020890","11711142652","陕西省"
"17489","14358","U","m","20021069","12669683625","台湾省"
"17492","24884","B","m","20020759","12740313652","黑龙江省"
"17540","56433","Q","f","20020727","12242135680","辽宁省"
"17544","84034","J","m","20021123","12266935284","台湾省"
"17563","31404","N","f","20020944","12898914761","黑龙江省"
"17568","54470","F","f","20020446","12883043390","黑龙江省"
"17575","47981","R","f","20020983","11171355970","河北省"
"17584","57403","T","f","20020733","12497932140","福建省"
"17585","86846","A","f","20020337","12762042392","黑龙江省"
"176","31578","C","f","20020697","11898699558","黑龙江省"
"1761","44090","P","m","20020414","11565460205","黑龙江省"
"17614","32847","K","f","20021067","12966478482","陕西省"
"17662","65571","T","f","20020507","12617659135","台湾省"
"17719","77945","F","f","20020446","12849727476","黑龙江省"
"17727","13547","O","f","20021201","11169947176","台湾省"
"17744","86894","X","m","20020726","12226217824","辽宁省"
"17747","78444","Q","f","20020612","11953152496","黑龙江省"
"17756","35717","C","f","20020592","13003149308","黑龙江省"
"17768","7192","S","m","20020496","11355708430","云南省"
"17773","73867","M","f","20021056","12850100510","黑龙江省"
"17776","97192","P","f","20020225","12893650841","台湾省"
"17793","85906","W","f","20020853","11538751298","黑龙江省"
"17808","40724","L","m","20021183","12376478857","黑龙江省"
"17811","969","D","f","20020566","12439356656","黑龙江省"
"17826","93279","E","f","20020670","12137119166","黑龙江省"
"17866","57098","G","f","20020196","12927478212","云南省"
"17870","57455","R","f","20020187","12652853746","黑龙江省"
"1788","65523","H","f","20021192","11419588551","辽宁省"
"17929","10058","I","f","20020518","12454824393","河北省"
"17939","44635","X","m","20020787","11674490227","河南省"
"17946","92436","G","f","20021174","12046747241","黑龙江省"
"17948","3878","P","f","20020474","13058215825","台湾省"
"1796","18475","O","f","20020362","12422438580","云南省"
"17961","82831","U","m","20020613","12706169496","云南省"
"17974","39624","K","m","20020113","11287074950","黑龙江省"
"17994","65011","P","f","20021114","11137098268","青海省"
"18022","21490","E","f","20020968","11174584461","黑龙江省"
"1808","88322","K","f","20020666","12776007917","台湾省"
"18086","80038","V","f","20020373","12412848610","台湾省"
"18090","89509","M","m","20021118","12492716720","河南省"
"18104","85411","R","f","20020827","12767696484","云南省"
"18121","36662","W","m","20020291","11640881955","黑龙江省"
"18199","27025","W","f","20020919","12120171586","河南省"
"18211","74387","O","m","20020419","12114192034","黑龙江省"
"18243","62100","P","m","20020802","11645337958","辽宁省"
"18271","43566","K","f","20020878","11282164611","广东省"
"18277","57523","C","m","20020190","11619376876","黑龙江省"
"18287","49548","J","f","20020842","11257117298","黑龙江省"
"1831","74767","W","m","20021125","11565174988","黑龙江省"
"18320","33054","O","f","20020370","11605593513","青海省"
"18325","9521","W","f","20021133","11861136279","山东省"
"18357","98203","O","f","20020868","12284270326","台湾省"
"18383","77338","L","f","20020343","11846147232","黑龙江省"
"18389","67429","A","f","20020374","11440631867","黑龙江省"
"18396","95122","I","f","20020105","12662632301","台湾省"
"18398","96752","Q","f","20020367","11501917134","台湾省"
"18450","81221","C","f","20020453","12108990134","贵州省"
"18454","9754","S","m","20020431","12248510953","黑龙江省"
"18463","75798","H","m","20020552","12179014587","黑龙江省"
"18494","24255","N","f","20020745","11546694864","贵州省"
"18496","84234","N","f","20020980","11492264356","甘肃省"
"18511","76464","G","m","20020383","11823297843","黑龙江省"
"18526","93981","P","m","20020288","12987134119","云南省"
"18530","94731","P","f","20020233","12151957518","云南省"
"18546","32636","P","f","20020145","11166552899","黑龙江省"
"18554","80415","W","f","20020900","11596309705","河北省"
"18558","19490","D","m","20020503","12830205938","辽宁省"
"18577","72958","P","f","20020120","11808615711","黑龙江省"
"18601","66997","V","m","20021179","11225290853","台湾省"
"1865","47417","A","m","20020510","12184223098","黑龙江省"
"18652","85334","J","f","20020909","12036200974","云南省"
"18672","23754","I","m","20020609","12991299731","黑龙江省"
"18737","13607","E","m","20020753","12683257102","山西省"
"18761","54496","K","f","20021175","11494065271","陕西省"
"18764","53774","U","f","20020760","11233123902","云南省"
"1877","93911","G","m","20020678","11133131903","台湾省"
"18789","63272","L","f","20020606","12994924770","黑龙江省"
"18809","76555","H","f","20020130","12228453855","黑龙江省"
"18828","93605","O","m","20021152","11315574267","青海省"
"18834","30253","P","f","20020486","11984121813","黑龙江省"
"18840","94065","U","m","20020173","11825645316","陕西省"
"18842","40201","B","m","20020596","12031953220","甘肃省"
"18860","15656","A","f","20020237","11256245595","陕西省"
"18864","28646","O","m","20021127","12756132738","海南省"
"18888","27067","R","m","20021088","12676162632","辽宁省"
"18903","89882","Y","f","20020820","12607558651","辽宁省"
"18918","58108","O","f","20021185","11946947571","黑龙江省"
"18935","25776","M","m","20020852","12450888602","黑龙江省"
"18949","92358","Q","m","20020861","13022360526","黑龙江省"
"18953","41236","C","m","20021081","11487138995","黑龙江省"
"18964","74455","H","f","20021119","12975082355","黑龙江省"
"18970","91732","F","f","20020422","11375200990","黑龙江省"
"18982","7377","S","m","20020482","13043036370","台湾省"
"18987","7547","J","f","20020258","11829503451","黑龙江省"
"1900","57145","B","m","20020349","12514380276","黑龙江省"
"19026","40293","H","f","20021025","12441496813","黑龙江省"
"19043","32323","N","f","20020993","12173116749","黑龙江省"
"19057","8835","A","f","20021070","11936928576","辽宁省"
"19058","25014","W","f","20020715","11285527382","云南省"
"19108","86960","L","f","20020179","11283599489","云南省"
"19131","26008","H","m","20020495","12795231099","黑龙江省"
"19174","28636","X","f","20021138","12521579676","河北省"
"19179","67144","D","f","20020336","11277543583","台湾省"
"19196","15195","L","f","20020225","12852104168","台湾省"
"19250","6197","T","m","20020448","12162747728","甘肃省"
"19305","99554","W","m","20021061","11696521855","黑龙江省"
"19332","24662","E","f","20020628","13086343728","黑龙江省"
"19342","91002","V","f","20020984","13026279402","黑龙江省"
"19357","35314","Y","m","20020210","11418788067","辽宁省"
"19400","36778","Q","f","20020255","11900046868","辽宁省"
"19408","53448","L","m","20021097","12903449175","黑龙江省"
"19422","69772","R","f","20020506","11223151559","云南省"
"19429","83265","D","f","20020125","12635424157","台湾省"
"19437","37473","X","m","20020946","12408901716","山西省"
"19455","61294","A","m","20020508","11987429083","台湾省"
"19482","34620","H","m","20020638","12703845236","黑龙江省"
"19483","30642","M","m","20021168","12508579504","黑龙江省"
"19488","40373","V","f","20020403","13095676213","台湾省"
"19499","70666","J","f","20021137","12754568518","辽宁省"
"19513","387","N","m","20020297","12296047421","台湾省"
"19528","76400","Q","m","20020308","11113564497","黑龙江省"
"19536","43000","J","f","20020677","11802250483","云南省"
"19560","93961","T","f","20020920","13077151204","河北省"
"19569","85006","G","m","20020389","12755082157","台湾省"
